wallet_address,vasp,blockchain,label_source,label_source_url,label_status,confidence
0xdfb321988b6a7e0c7f427d3b237591212d8b1005,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x3d447db5366c5ec22079597ff9dec7bf4429a3e4,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x43984d578803891dfa9706bdeee6078d80cfc79e,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x5fe3a42e27efe8ece2ed029021ea77b4fa4782d4,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x9a7b843e4892e22319e2494097d4e72e8d928921,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x46d06422b2718ea06042fbfa1c1712bd52896ef3,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xa7927364e94e162102e7cf2447e33e01fc629e68,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x66c57bf505a85a74609d2c83e94aabb26d691e1f,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x2d582746709928a6f66f5be9bec195c5b49bc7c1,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xa6715eafe5d215b82cb9e90a9d6c8970a7c90033,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x29728d0efd284d85187362faa2d4d76c2cfc2612,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x92927a664c88449318e14d0fd582c787ae2cd934,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xc538f3351e0b8d3ed53402ea8f316898c160ca29,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x490b1e689ca23be864e55b46bf038e007b528208,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xe80e404cfc2ce9ffc0a30b368b0f963dfc708eb5,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x839787cb401d53d0ba6794ecb78c5199eeac34d7,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x6beb80178a63aee95620f4d30f2e992385ad2207,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x1e4bf013652c59ae6acda550bf49074268b7efa2,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x82a8b86776ecd679c43cfccbb1988e7482ca3f45,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x9b2c49f34aa754f299f3ff0161041ebf31140f4c,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x310e035d176ccb589511ed16af7ae7bac4fc7f83,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xa4a6a282a7fc7f939e01d62d884355d79f5046c1,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xa25aa6dfbf6d9bbd7a6a9eb47b9f1e57a2bd92d7,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xb93d8596ac840816bd366dc0561e8140afd0d1cb,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x8bcbf517b67b9d1ab8ff6dddaa743df98d7498a6,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x5d4a1f65a7b354e35749620200aeb2d5d8ce4867,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x20fe51a9229eef2cf8ad9e89d91cab9312cf3b7a,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xd5268a476aadd1a6729df5b3e5e8f2c1004139af,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xa090e606e30bd747d4e6245a1517ebe430f0057e,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xe04cf52e9fafa3d9bf14c407afff94165ef835f7,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x624417da5bbdd091f814a49b9cefae2c797a234d,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x71660c4005ba85c37ccec55d0c4493e66fe775d3,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x0f71dcff39ab3a817d02b6b3b808ffa21d3f67c1,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xd65fb7d4cb595833e84c3c094bd4779bab0d4c62,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x6fd72c7a8d1e521b17f321ec6bfc4f83ff58c1e2,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x3c246f5f8f705318250c0bc32724a7f75bde54b1,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xfa52274dd61e1643d2205169732f29114bc240b3,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x47445762435054e4b67dfd5a3fc3956a97958af4,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x4acaeac37793e52d298b6cf28f8411c0185b794e,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x0835e9777d3080be33382566c8eb303c59c24759,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x595faf77e533a5cd30ab5859c9a0116de8bad8db,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xd688aea8f7d450909ade10c47faa95707b0682d9,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x860424e9e243a53383257d152d422b6f59c933a4,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x4c6007e38ce164ed80ff8ff94192225fcdac68cd,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x8134d518e0cef5388136c0de43d7e12278701ac5,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xf27daff52c38b2c373ad2b9392652ddf433303c4,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x0ff46f72b1e8b98342919ff7ecad1e9c59b33977,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x2ebc2208a019a050015c37cedc54e8c282411bca,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x0b9eda13de765fff1e3bbda113e815adf93aed7b,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xd69b42d93af96cf278b1149bffb2d668d0154b7d,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x58aaf79cb86dd730fa008973d4c4b6fee8fb4d80,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x42a6b8aa5a34ae6c1bcb7fe3790faa06c09bcbf7,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x8535d5ed435e405a881545ffb2f8d6b81f6c9d41,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x19d599012788b991ff542f31208bab21ea38403e,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x0a869d79a7052c7f1b55a8ebabbea3420f0d1e13,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xb61bb0c3f4afc30b1d8dbcb8767c0e38c4829322,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x4b8a6a3a657ba4568bd582fffe776a325a8616af,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xc4ca777b37259824a0ce6a97f7b59caf000a301a,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x181020fb8481217fa5c843f0c4e62a4ea236c4d9,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x34e8ed33d8c1953b33de603b014079c578e01716,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x07fdda8fc50f7df742b850a51e5871135f45b557,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xf1f7648f81f5219c36d75d24d33811f16b426dbe,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x3cd751e6b0078be393132286c442345e5dc49699,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x2cc5146929a893d1d73bc34fb37815cc1a44ae33,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x2caafa8cddac8dd753f927d9dd1816ad0063a422,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x205188a68430e94f80a512038329030c556b50ff,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x6f52730dba7b02beefcaf0d6998c9ae901ea04f9,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xc070a61d043189d99bbf4baa58226bf0991c7b11,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xd010d97be4d7be278872e25d02cd6534b0499d17,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x02330d7966b3ed95c5a01340bbe88598b5367997,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x6c13399d434e52c88a42a2a0b8bd787f4956166e,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xf74443ada6c507eb1442acdf7d73be745e4e9868,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x76a1b88be943bc5dc6c9b641a0835970a2cc2dc4,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x0a332d03367366dd5fd3a554ef8f8b47ed36e591,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xc06f25517e906b7f9b4dec3c7889503bb00b3370,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xcd0267c7f1a8ad1b6e33b7fb801f8d935f6b557d,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xbe9895146f7af43049ca1c1ae358b0541ea49704,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xec972cfa7386bbdee6f5610ec65e09133c8671f5,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0xf2f07ef4a923f48fc4d47f0af115f8895177f075,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x81b044b81beaccff016591e71f4aa43405f2e4b2,Coinbase,ethereum,Dune Analytics,https://dune.com,probable,high
0x99fa9468170a622c8abfde7b19bb84b64a203fbd,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x2910543af39aba0cd09dbb2d50200b3e800a63d2,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x16e48112198b49a14991ae8a9d5eae9e18d4714a,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x561f469012f0ee6f0ea2e851cc02723a82dc331c,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x317128b5cd8ea4e0fb8665b36aa399ea18b7118b,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0x8b8cd3560e9e7ad464740cbfe031bf941747b76e,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
0xc0fce7361f72227972562b3c87812e1dea1c9cac,Kraken,ethereum,Dune Analytics,https://dune.com,probable,high
